,name,year,genre,imdb,meta,gross,runtime
471,Hundstage,2001,Drama,7.1,66,0.01,121
472,Last Orders,2001,Drama,7.0,78,2.33,109
473,My First Mister,2001,Comedy,7.2,48,0.62,109
474,Texas Rangers,2001,Action,5.2,29,0.62,90
475,Dark Blue World,2001,War,7.3,56,0.26,112
476,No News from God,2001,Crime,6.5,31,0.08,112
477,The Affair of the Necklace,2001,Drama,6.1,42,0.43,118
478,La Ciénaga,2001,Comedy,7.0,75,0.1,103
479,Town & Country,2001,Comedy,4.4,34,6.72,104
480,The Lost Skeleton of Cadavra,2001,Comedy,7.0,45,0.14,90
481,Time Out,2001,Drama,7.4,88,0.45,134
482,CQ,2001,Drama,6.3,56,0.41,88
483,The Center of the World,2001,Drama,5.9,44,1.1,88
484,Miss Minoes,2001,Comedy,6.9,50,0.01,86
485,All Over the Guy,2001,Comedy,6.5,46,1.01,95
486,Me Without You,2001,Drama,7.0,67,0.3,107
487,Ni na bian ji dian,2001,Drama,7.4,79,0.19,116
488,Shiqi sui de dan che,2001,Drama,7.3,61,0.16,113
489,"Scotland, Pa.",2001,Comedy,6.8,49,0.38,104
490,Harvard Man,2001,Comedy,4.9,49,0.06,99
491,Millennium Mambo,2001,Drama,7.1,73,0.01,119
492,The Safety of Objects,2001,Drama,6.6,58,0.32,121
493,The Man from Elysian Fields,2001,Drama,6.7,57,1.43,106
494,On the Line,2001,Comedy,4.1,34,4.36,85
495,Tortilla Soup,2001,Comedy,6.6,58,4.45,102
496,Invincible,2001,Drama,6.5,55,0.08,133
497,Who Is Cletis Tout?,2001,Comedy,6.4,36,0.25,92
498,The Brothers,2001,Comedy,6.4,50,27.46,106
499,The Other Side of Heaven,2001,Adventure,6.5,38,4.72,113
500,No Such Thing,2001,Comedy,6.2,36,0.06,102
501,An American Rhapsody,2001,Drama,6.8,51,0.85,106
502,Wendigo,2001,Horror,5.0,63,0.1,91
503,The Business of Strangers,2001,Drama,6.4,67,1.03,84
504,Crush,2001,Comedy,5.9,37,1.08,108
505,My Wife Is an Actress,2001,Comedy,6.5,57,1.05,95
506,Mad Love,2001,Biography,6.7,55,0.28,115
507,High Heels and Low Lifes,2001,Action,6.2,39,0.23,86
508,Startup.com,2001,Documentary,7.1,75,1.28,107
509,Taking Sides,2001,Drama,7.2,61,0.19,108
510,Little Secrets,2001,Comedy,6.5,52,0.41,96
511,Hatuna Meuheret,2001,Comedy,7.2,82,1.55,102
512,The American Astronaut,2001,Musical,7.1,51,0.04,91
513,The Invisible Circus,2001,Drama,5.6,40,0.06,93
514,Focus,2001,Drama,6.8,53,0.72,106
515,The Fluffer,2001,Drama,5.7,53,0.56,95
516,Éloge de l'amour,2001,Drama,6.5,62,0.25,97
517,Promises,2001,Documentary,8.4,80,0.24,106
518,Megiddo: The Omega Code 2,2001,Action,4.1,35,6.05,104
519,The Lady and the Duke,2001,Drama,7.0,72,0.33,129
520,All the Queen's Men,2001,Action,4.6,19,0.02,99
521,The Lord of the Rings: The Two Towers,2002,Adventure,8.7,87,342.55,179
522,Catch Me If You Can,2002,Biography,8.1,75,164.62,141
523,City of God,2002,Crime,8.6,79,7.56,130
524,Spider-Man,2002,Action,7.3,73,403.71,121
525,The Pianist,2002,Biography,8.5,85,32.57,150
526,Star Wars: Episode II - Attack of the Clones,2002,Action,6.6,54,310.68,142
527,Harry Potter and the Chamber of Secrets,2002,Adventure,7.4,63,261.99,161
528,The Bourne Identity,2002,Action,7.9,68,121.66,119
529,Minority Report,2002,Action,7.6,80,132.07,145
530,Ice Age,2002,Animation,7.5,60,176.39,81
531,Gangs of New York,2002,Crime,7.5,72,77.81,167
532,28 Days Later...,2002,Drama,7.6,73,45.06,113
533,Signs,2002,Drama,6.7,59,227.97,106
534,Men in Black II,2002,Action,6.1,49,190.42,88
535,The Ring,2002,Horror,7.1,57,129.13,115
536,Equilibrium,2002,Action,7.5,33,1.2,107
537,The Transporter,2002,Action,6.8,51,25.3,92
538,Insomnia,2002,Drama,7.2,78,67.36,118
539,Panic Room,2002,Crime,6.8,65,96.4,112
540,Phone Booth,2002,Crime,7.1,56,46.57,81
541,Red Dragon,2002,Crime,7.2,60,93.15,124
542,Resident Evil,2002,Action,6.7,33,40.12,100
543,Road to Perdition,2002,Crime,7.7,72,104.45,117
544,8 Mile,2002,Drama,7.1,77,116.72,110
545,Chicago,2002,Comedy,7.2,82,170.69,113
546,Die Another Day,2002,Action,6.1,56,160.94,133
547,A Walk to Remember,2002,Drama,7.4,35,41.23,101
548,Blade II,2002,Action,6.7,52,82.35,117
549,Austin Powers in Goldmember,2002,Action,6.2,62,213.31,94
550,xXx,2002,Action,5.9,48,142.11,124
551,Ying xiong,2002,Action,7.9,85,53.71,107
552,Adaptation.,2002,Comedy,7.7,83,22.25,115
553,25th Hour,2002,Drama,7.7,67,13.06,135
554,About a Boy,2002,Comedy,7.1,75,41.39,101
555,Lilo & Stitch,2002,Animation,7.2,73,145.79,85
556,Bowling for Columbine,2002,Documentary,8.0,72,21.24,120
557,Punch-Drunk Love,2002,Comedy,7.3,78,17.84,95
558,Mr. Deeds,2002,Comedy,5.8,24,126.29,96
559,The Scorpion King,2002,Action,5.5,45,91.05,92
560,We Were Soldiers,2002,Action,7.2,65,78.12,138
561,The Count of Monte Cristo,2002,Action,7.8,61,54.23,131
562,Reign of Fire,2002,Action,6.2,39,43.06,101
563,About Schmidt,2002,Comedy,7.2,85,65.02,125
564,The Hours,2002,Drama,7.6,80,41.68,110
565,John Q,2002,Crime,7.1,30,71.76,116
566,My Big Fat Greek Wedding,2002,Comedy,6.6,62,241.44,95
567,The Time Machine,2002,Action,5.9,42,56.68,96
568,Infernal Affairs,2002,Crime,8.1,75,0.17,101
569,One Hour Photo,2002,Drama,6.8,64,31.6,96
570,Irreversible,2002,Crime,7.4,51,0.75,97
571,Bend It Like Beckham,2002,Comedy,6.7,66,32.54,112
572,Van Wilder,2002,Comedy,6.4,26,21.01,92
573,Two Weeks Notice,2002,Comedy,6.1,42,93.35,101
574,Talk to Her,2002,Drama,8.0,86,9.28,112
575,The Sum of All Fears,2002,Action,6.4,45,118.91,124
576,Sweet Home Alabama,2002,Comedy,6.2,45,127.22,108
577,Treasure Planet,2002,Animation,7.1,60,38.18,95
578,Scooby-Doo,2002,Adventure,5.0,35,153.29,86
579,Ghost Ship,2002,Horror,5.5,28,30.11,91
580,The Hot Chick,2002,Comedy,5.5,29,35.08,104
581,Confessions of a Dangerous Mind,2002,Biography,7.1,67,16.0,113
582,Maid in Manhattan,2002,Comedy,5.2,45,94.01,105
583,Analyze That,2002,Comedy,5.9,37,32.12,96
584,Secretary,2002,Comedy,7.0,63,4.06,107
585,Jackass: The Movie,2002,Documentary,6.6,42,64.26,87
586,Solaris,2002,Drama,6.2,65,14.97,99
587,Frida,2002,Biography,7.4,61,25.89,123
588,Unfaithful,2002,Drama,6.7,63,52.8,124
589,The Tuxedo,2002,Action,5.4,30,50.55,98
590,The Mothman Prophecies,2002,Drama,6.5,52,35.75,119
591,Cabin Fever,2002,Horror,5.6,56,21.16,93
592,Collateral Damage,2002,Action,5.5,33,40.08,108
593,Star Trek: Nemesis,2002,Action,6.4,51,43.25,116
594,40 Days and 40 Nights,2002,Comedy,5.6,53,37.95,96
595,Changing Lanes,2002,Drama,6.5,69,66.82,98
596,Windtalkers,2002,Action,6.0,51,40.91,134
597,Showtime,2002,Action,5.5,32,38.08,95
598,Spirit: Stallion of the Cimarron,2002,Animation,7.1,52,73.28,83
599,S1m0ne,2002,Comedy,6.1,49,9.68,117
600,Sympathy for Mr. Vengeance,2002,Action,7.7,56,0.05,129
601,K-19: The Widowmaker,2002,Drama,6.7,58,35.17,138
602,Spy Kids 2: Island of Lost Dreams,2002,Action,5.1,66,85.85,100
603,The Sweetest Thing,2002,Comedy,5.1,32,24.72,88
604,Murder by Numbers,2002,Crime,6.2,50,31.87,115
605,Queen of the Damned,2002,Drama,5.3,30,30.34,101
606,Eight Legged Freaks,2002,Action,5.4,53,17.32,99
607,Hart's War,2002,Drama,6.3,49,19.08,125
608,The Rules of Attraction,2002,Comedy,6.7,50,6.53,110
609,I Spy,2002,Action,5.4,35,33.56,97
610,Stuart Little 2,2002,Animation,5.5,66,64.96,77
611,Orange County,2002,Comedy,6.2,48,41.03,82
612,The Santa Clause 2,2002,Comedy,5.6,48,139.24,104
613,Bad Company,2002,Action,5.6,37,30.16,116
614,Bubba Ho-Tep,2002,Comedy,7.1,57,2.0,92
615,Kung Pow: Enter the Fist,2002,Action,6.2,14,16.03,81
616,The Good Girl,2002,Drama,6.4,71,14.02,93
617,Far from Heaven,2002,Drama,7.4,84,15.85,107
618,Lilya 4-Ever,2002,Crime,7.9,82,0.18,109
619,Blood Work,2002,Action,6.4,64,26.2,110
620,In America,2002,Drama,7.8,76,15.54,105
621,Dirty Pretty Things,2002,Crime,7.4,78,8.11,97
622,L'auberge espagnole,2002,Comedy,7.3,65,3.9,122
623,Whale Rider,2002,Drama,7.6,80,20.78,101
624,Death to Smoochy,2002,Comedy,6.4,38,8.36,109
625,Ju-on: The Grudge,2002,Horror,6.7,48,0.33,92
626,Crossroads,2002,Comedy,3.4,27,37.19,93
627,Narc,2002,Crime,7.2,70,10.46,105
628,Enough,2002,Crime,5.7,25,40.01,115
629,High Crimes,2002,Crime,6.4,48,41.54,115
630,Spun,2002,Comedy,6.8,41,0.41,101
631,Dragonfly,2002,Drama,6.1,25,30.06,104
632,Halloween: Resurrection,2002,Horror,4.1,19,30.35,94
633,Spider,2002,Drama,6.8,83,1.64,98
634,Big Fat Liar,2002,Adventure,5.4,36,47.81,88
635,Undercover Brother,2002,Action,5.8,69,38.23,86
636,The New Guy,2002,Comedy,5.9,24,28.97,88
637,Femme Fatale,2002,Crime,6.3,59,6.59,114
638,Drumline,2002,Comedy,5.7,63,56.4,118
639,The Four Feathers,2002,Adventure,6.5,49,18.31,132
640,Igby Goes Down,2002,Comedy,7.0,72,4.68,98
641,May,2002,Drama,6.7,58,0.15,93
642,Antwone Fisher,2002,Biography,7.3,62,21.08,120
643,24 Hour Party People,2002,Biography,7.4,85,1.13,117
644,The Rookie,2002,Drama,7.0,72,75.6,127
645,Boat Trip,2002,Comedy,4.9,18,8.59,94
646,The Salton Sea,2002,Crime,7.1,41,0.76,103
647,Blue Crush,2002,Drama,5.7,61,40.39,104
648,White Oleander,2002,Drama,7.2,61,16.35,109
649,Barbershop,2002,Comedy,6.3,66,75.78,102
650,8 femmes,2002,Comedy,7.1,64,3.08,111
651,Gin gwai,2002,Drama,6.7,66,0.5,99
652,Undisputed,2002,Action,6.2,58,12.4,94
653,The Quiet American,2002,Drama,7.1,84,12.99,101
654,Rabbit-Proof Fence,2002,Adventure,7.5,80,6.17,94
655,The Magdalene Sisters,2002,Drama,7.8,83,4.89,114
656,Hollywood Ending,2002,Comedy,6.6,46,4.84,112
657,Rollerball,2002,Action,3.0,14,18.99,98
658,Friday After Next,2002,Comedy,5.8,35,32.98,85
659,Snow Dogs,2002,Adventure,5.1,29,81.17,99
660,City by the Sea,2002,Crime,6.1,50,22.43,108
661,The Adventures of Pluto Nash,2002,Comedy,3.8,12,4.42,95
662,Heaven,2002,Crime,7.1,68,0.77,97
663,Bloody Sunday,2002,Drama,7.7,90,0.77,107
664,Life or Something Like It,2002,Comedy,5.8,31,14.45,103
665,Trapped,2002,Action,6.2,42,0.06,106
666,The Importance of Being Earnest,2002,Comedy,6.8,60,8.38,97
667,The Master of Disguise,2002,Adventure,3.3,12,40.36,80
668,The Man Without a Past,2002,Comedy,7.7,84,0.92,97
669,Eight Crazy Nights,2002,Animation,5.4,23,23.44,76
670,Tuck Everlasting,2002,Drama,6.7,66,19.16,90
671,Below,2002,Action,6.2,55,0.61,105
672,Dark Blue,2002,Crime,6.6,57,9.06,118
673,Big Trouble,2002,Comedy,6.5,47,7.26,85
674,Feardotcom,2002,Crime,3.3,16,13.21,101
675,Ballistic: Ecks vs. Sever,2002,Action,3.6,19,14.29,91
676,Darkness,2002,Horror,5.4,15,22.16,88
677,Swimfan,2002,Drama,5.0,29,28.56,85
678,À la folie... pas du tout,2002,Romance,7.2,63,1.01,92
679,Like Mike,2002,Comedy,5.2,47,51.43,99
680,Russkiy kovcheg,2002,Drama,7.4,86,0.04,99
681,Divine Secrets of the Ya-Ya Sisterhood,2002,Drama,6.0,48,69.6,116
682,Gerry,2002,Adventure,6.2,54,0.24,103
683,Roger Dodger,2002,Comedy,7.0,75,1.27,106
684,Peter Pan 2: Return to Never Land,2002,Animation,5.8,49,48.43,72
685,Serving Sara,2002,Comedy,5.3,18,16.93,99
686,Uzak,2002,Drama,7.7,84,0.1,110
687,The Emperor's Club,2002,Drama,6.9,49,14.06,109
688,Laurel Canyon,2002,Drama,6.4,61,3.66,103
689,Dolls,2002,Drama,7.7,71,0.0,114
690,Swept Away,2002,Comedy,3.6,18,0.01,89
691,The Guru,2002,Comedy,5.4,47,3.03,94
692,The Banger Sisters,2002,Comedy,5.6,48,30.31,98
693,Half Past Dead,2002,Action,4.6,23,15.36,98
694,Welcome to Collinwood,2002,Comedy,6.4,61,0.33,86
695,The Wild Thornberrys Movie,2002,Animation,5.4,69,40.11,85
696,Slackers,2002,Comedy,5.3,12,4.81,86
697,Sorority Boys,2002,Comedy,5.5,25,10.2,93
698,Moonlight Mile,2002,Drama,6.7,59,6.84,117
699,The Dangerous Lives of Altar Boys,2002,Comedy,7.0,69,1.78,104
700,Clockstoppers,2002,Action,5.2,40,36.99,94
701,Amen.,2002,Biography,7.3,57,0.27,132
702,Auto Focus,2002,Biography,6.6,66,2.06,105
703,Possession,2002,Drama,6.4,52,10.1,102
704,El crimen del Padre Amaro,2002,Drama,6.8,60,5.71,118
705,Sweet Sixteen,2002,Crime,7.5,86,0.03,106
706,Stealing Harvard,2002,Comedy,5.1,25,13.97,85
707,Los lunes al sol,2002,Comedy,7.6,64,0.15,113
708,All About the Benjamins,2002,Action,5.8,34,25.48,95
709,They,2002,Horror,4.8,31,12.84,89
710,Spellbound,2002,Documentary,7.6,80,5.73,97
711,Ararat,2002,Drama,6.6,62,1.55,115
712,Returner,2002,Action,6.5,36,0.07,116
713,Nicholas Nickleby,2002,Adventure,7.2,71,1.59,132
714,People I Know,2002,Crime,5.5,53,0.12,100
715,Lost in La Mancha,2002,Documentary,7.4,74,0.73,89
716,The Good Thief,2002,Action,6.6,68,3.52,109
717,The Truth About Charlie,2002,Mystery,4.7,55,5.35,104
718,Paid in Full,2002,Action,7.1,49,3.04,97
719,Poolhall Junkies,2002,Comedy,7.0,36,0.56,99
720,All or Nothing,2002,Drama,7.6,72,0.12,128
721,Full Frontal,2002,Comedy,4.7,45,2.51,101
722,Open Hearts,2002,Drama,7.6,77,0.12,113
723,Abandon,2002,Drama,4.9,36,10.73,99
724,The Powerpuff Girls Movie,2002,Animation,6.5,65,11.41,73
725,Dahmer,2002,Biography,5.6,63,0.14,101
726,Better Luck Tomorrow,2002,Crime,7.1,67,3.8,101
727,Morvern Callar,2002,Drama,6.8,78,0.27,97
728,Le fils,2002,Drama,7.7,86,0.07,99
729,Pumpkin,2002,Comedy,6.2,46,0.31,113
730,Brown Sugar,2002,Romance,6.5,58,27.36,109
731,Ônibus 174,2002,Documentary,7.9,83,0.22,122
732,Wilbur Wants to Kill Himself,2002,Comedy,6.9,69,0.23,109
733,To Be and to Have,2002,Documentary,7.9,87,0.78,104
734,Pinocchio,2002,Comedy,4.3,11,3.68,108
735,Empire,2002,Crime,6.0,38,17.5,90
736,Xi yang tian shi,2002,Action,6.7,66,0.08,111
737,Kukushka,2002,Drama,7.8,69,0.24,99
738,Love Liza,2002,Comedy,7.0,58,0.21,90
739,Ted Bundy,2002,Biography,5.9,37,0.01,99
740,Max,2002,Drama,6.6,56,0.53,106
741,Deuces Wild,2002,Action,5.6,16,6.04,96
742,Real Women Have Curves,2002,Comedy,6.9,71,5.84,90
743,Man on the Train,2002,Crime,7.2,75,2.54,90
744,The Kid Stays in the Picture,2002,Documentary,7.4,75,1.43,93
745,Dummy,2002,Comedy,6.8,48,0.07,91
746,Dah,2002,Drama,7.5,86,0.11,94
747,The Crocodile Hunter: Collision Course,2002,Action,5.4,50,28.4,90
748,The Dancer Upstairs,2002,Crime,7.0,64,2.38,132
749,Comedian,2002,Documentary,7.0,62,2.74,82
750,Evelyn,2002,Drama,7.0,55,1.48,94
751,Juwanna Mann,2002,Comedy,4.6,24,13.57,91
752,Hey Arnold! The Movie,2002,Animation,6.0,47,13.68,76
753,Décalage horaire,2002,Comedy,6.2,53,0.54,91
754,The Reckoning,2002,Crime,6.5,49,0.26,112
755,Waking Up in Reno,2002,Comedy,5.5,28,0.27,91
756,Extreme Ops,2002,Action,4.5,17,4.84,93
757,Raising Victor Vargas,2002,Drama,7.1,83,2.07,88
758,Naqoyqatsi,2002,Documentary,6.6,59,0.13,89
759,City of Ghosts,2002,Crime,6.0,57,0.04,116
760,Intimate Stories,2002,Comedy,7.5,76,0.1,92
761,Dans ma peau,2002,Drama,6.3,68,0.03,93
762,Pokémon 5: The Movie,2002,Animation,6.2,27,0.75,71
763,Jibeuro,2002,Drama,7.8,63,0.44,80
764,The Country Bears,2002,Comedy,4.1,37,16.99,88
765,Respiro,2002,Drama,7.0,65,1.07,90
766,Biggie and Tupac,2002,Documentary,6.8,63,0.09,108
767,Demonlover,2002,Thriller,5.9,64,0.23,129
768,Choses secrètes,2002,Comedy,6.1,55,0.1,115
769,Kaante,2002,Action,6.6,41,1.0,150
770,Balzac and the Little Chinese Seamstress,2002,Biography,7.2,65,0.67,110
771,He ni zai yi qi,2002,Drama,7.4,60,0.6,116
772,Valentin,2002,Comedy,7.6,52,0.28,86
773,800 balas,2002,Action,6.4,51,0.0,124
774,Once Upon a Time in the Midlands,2002,Comedy,6.2,56,0.17,104
775,Sonny,2002,Crime,5.7,31,0.02,110
776,Zero Day,2002,Drama,7.3,69,0.01,92
777,Sunshine State,2002,Drama,6.9,69,3.06,141
778,Jonah: A VeggieTales Movie,2002,Animation,6.6,58,25.58,82
779,The Trip,2002,Comedy,6.9,47,0.11,95
780,The Hard Word,2002,Action,6.0,51,0.42,102
781,Hukkle,2002,Crime,7.2,77,0.05,78
782,Personal Velocity,2002,Drama,6.6,70,0.77,86
783,The Weather Underground,2002,Documentary,7.5,77,0.56,92
784,Blue Car,2002,Drama,6.7,76,0.46,96
785,The Secret Lives of Dentists,2002,Drama,6.5,76,3.71,104
786,Standing in the Shadows of Motown,2002,Documentary,7.8,76,1.6,108
787,Divine Intervention,2002,Drama,6.6,74,0.39,92
788,Home Room,2002,Crime,7.3,43,0.01,133
789,New Best Friend,2002,Drama,5.3,13,0.03,91
790,XX/XY,2002,Drama,6.0,52,0.1,91
791,The First $20 Million Is Always the Hardest,2002,Comedy,5.6,20,0.0,105
792,Close Your Eyes,2002,Crime,6.2,45,0.04,108
793,Ash Wednesday,2002,Crime,5.9,40,0.0,99
794,Assassination Tango,2002,Crime,5.9,51,0.97,114
795,The Lord of the Rings: The Return of the King,2003,Adventure,8.9,94,377.85,201
796,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Action,8.0,63,305.41,143
797,Kill Bill: Vol. 1,2003,Action,8.1,69,70.1,111
798,Finding Nemo,2003,Animation,8.1,90,380.84,100
799,X2: X-Men United,2003,Action,7.5,68,214.95,134
800,The Matrix Reloaded,2003,Action,7.2,62,281.49,138
801,Oldeuboi,2003,Action,8.4,74,0.71,120
802,The Matrix Revolutions,2003,Action,6.7,47,139.31,129
803,Big Fish,2003,Adventure,8.0,58,66.26,125
804,Mystic River,2003,Crime,8.0,84,90.14,138
805,Love Actually,2003,Comedy,7.6,55,59.7,135
806,Lost in Translation,2003,Drama,7.8,89,44.59,102
807,The Last Samurai,2003,Action,7.7,55,111.11,154
808,Terminator 3: Rise of the Machines,2003,Action,6.3,66,150.37,109
809,Bruce Almighty,2003,Comedy,6.7,46,242.83,101
810,The Italian Job,2003,Action,7.0,68,106.13,111
811,School of Rock,2003,Comedy,7.1,82,81.26,109
812,Underworld,2003,Action,7.0,42,51.97,121
813,Hulk,2003,Action,5.7,54,132.18,138
814,2 Fast 2 Furious,2003,Action,5.9,38,127.15,107
815,21 Grams,2003,Crime,7.7,70,16.25,124
816,Identity,2003,Mystery,7.3,64,52.16,90
817,Bad Boys II,2003,Action,6.6,38,138.61,147
818,Old School,2003,Comedy,7.1,54,75.59,88
819,Daredevil,2003,Action,5.3,42,102.54,103
820,Anger Management,2003,Comedy,6.2,52,135.65,106
821,Elf,2003,Comedy,6.9,64,173.4,97
822,How to Lose a Guy in 10 Days,2003,Comedy,6.4,45,105.81,116
823,Master and Commander: The Far Side of the World,2003,Action,7.4,81,93.93,138
824,American Wedding,2003,Comedy,6.3,43,104.57,96
825,The League of Extraordinary Gentlemen,2003,Action,5.8,30,66.47,110
826,Once Upon a Time in Mexico,2003,Action,6.4,56,56.36,102
827,Final Destination 2,2003,Horror,6.2,38,46.96,90
828,Johnny English,2003,Action,6.2,51,28.08,87
829,Cold Mountain,2003,Adventure,7.2,73,95.64,154
830,S.W.A.T.,2003,Action,6.0,45,116.93,117
831,Good Bye Lenin!,2003,Comedy,7.7,68,4.06,121
832,Scary Movie 3,2003,Comedy,5.5,49,110.0,84
833,Bad Santa,2003,Comedy,7.1,70,60.06,91
834,Dogville,2003,Crime,8.0,60,1.53,178
835,Monster,2003,Biography,7.3,74,34.47,109
836,The Recruit,2003,Action,6.6,56,52.8,115
837,The Texas Chainsaw Massacre,2003,Horror,6.2,38,80.57,98
838,Lara Croft Tomb Raider: The Cradle of Life,2003,Action,5.5,43,65.66,117
839,Matchstick Men,2003,Comedy,7.3,61,36.91,116
840,Freaky Friday,2003,Comedy,6.2,70,110.23,97
841,Charlie's Angels: Full Throttle,2003,Action,4.9,48,100.83,106
842,Tears of the Sun,2003,Action,6.6,48,43.73,121
843,Something's Gotta Give,2003,Comedy,6.7,66,124.73,128
844,Freddy vs. Jason,2003,Action,5.8,37,82.62,97
845,The Life of David Gale,2003,Crime,7.6,31,19.59,130
846,Wrong Turn,2003,Horror,6.1,32,15.42,84
847,Gothika,2003,Horror,5.8,38,59.69,98
848,The Dreamers,2003,Drama,7.2,62,2.53,115
849,Memories of Murder,2003,Action,8.1,82,0.01,132
850,Paycheck,2003,Action,6.3,43,53.79,119
851,The Rundown,2003,Action,6.7,59,47.73,104
852,Shanghai Knights,2003,Action,6.2,58,60.48,114
853,Cheaper by the Dozen,2003,Comedy,5.9,46,138.61,98
854,Brother Bear,2003,Animation,6.8,48,85.34,85
855,The Core,2003,Action,5.5,48,31.19,135
856,Runaway Jury,2003,Crime,7.1,61,49.44,127
857,Intolerable Cruelty,2003,Comedy,6.3,71,35.33,100
858,Dreamcatcher,2003,Drama,5.5,35,33.72,134
859,Elephant,2003,Crime,7.2,70,1.23,81
860,Thirteen,2003,Drama,6.8,70,4.6,100
861,Mona Lisa Smile,2003,Drama,6.5,45,63.86,117
862,"Spring, Summer, Fall, Winter... and Spring",2003,Drama,8.1,85,2.38,103
863,Holes,2003,Adventure,7.0,71,67.41,117
864,House of 1000 Corpses,2003,Horror,6.1,31,12.63,89
865,Girl with a Pearl Earring,2003,Biography,6.9,72,11.63,100
866,Ong-Bak: The Thai Warrior,2003,Action,7.2,69,4.56,105
867,Just Married,2003,Comedy,5.5,28,56.13,95
868,The Station Agent,2003,Comedy,7.7,81,5.74,89
869,Love Me If You Dare,2003,Comedy,7.7,45,0.55,93
870,Seabiscuit,2003,Drama,7.3,72,120.28,140
871,High Tension,2003,Horror,6.8,42,3.68,91
872,Open Range,2003,Action,7.5,67,58.33,139
873,House of Sand and Fog,2003,Crime,7.6,71,13.01,126
874,Peter Pan,2003,Adventure,6.9,64,48.46,113
875,Daddy Day Care,2003,Comedy,5.6,39,104.3,92
876,Kal Ho Naa Ho,2003,Comedy,8.0,54,1.79,186
877,Timeline,2003,Action,5.6,28,19.48,116
878,"Legally Blonde 2: Red, White & Blonde",2003,Comedy,4.7,47,90.19,95
879,Basic,2003,Action,6.5,34,26.54,98
880,Coffee and Cigarettes,2003,Comedy,7.1,65,1.97,95
881,What a Girl Wants,2003,Comedy,5.9,41,35.99,105
882,Jeepers Creepers 2,2003,Horror,5.6,36,35.67,104
883,Out of Time,2003,Crime,6.5,63,40.91,105
884,Duplex,2003,Comedy,5.9,50,9.69,89
885,Spy Kids 3-D: Game Over,2003,Action,4.2,57,111.76,84
886,Stuck on You,2003,Comedy,5.8,62,33.83,118
887,Secondhand Lions,2003,Comedy,7.6,52,41.41,109
888,Open Water,2003,Adventure,5.7,63,30.61,79
889,The Triplets of Belleville,2003,Animation,7.8,91,7.0,78
890,Bulletproof Monk,2003,Action,5.5,40,23.02,104
891,American Splendor,2003,Biography,7.5,90,6.0,101
892,The Cat in the Hat,2003,Adventure,3.9,19,101.15,82
893,The Blind Swordsman: Zatoichi,2003,Action,7.6,75,0.85,116
894,Gigli,2003,Comedy,2.4,18,6.07,121
895,Sinbad: Legend of the Seven Seas,2003,Animation,6.7,48,26.48,86
896,National Security,2003,Action,5.6,31,35.76,88
897,Under the Tuscan Sun,2003,Comedy,6.8,52,43.61,113
898,A Man Apart,2003,Action,6.1,36,26.18,109
899,Honey,2003,Drama,5.3,37,30.22,94
900,The Hunted,2003,Action,6.1,40,34.24,94
901,Swimming Pool,2003,Crime,6.8,70,10.11,102
902,Cradle 2 the Grave,2003,Action,5.8,36,34.6,101
903,The Return,2003,Drama,8.0,82,0.5,110
904,The Haunted Mansion,2003,Comedy,5.0,34,75.85,88
905,Down with Love,2003,Comedy,6.3,52,20.3,101
906,Radio,2003,Biography,6.9,38,52.28,109
907,The Medallion,2003,Action,5.2,38,22.11,88
908,House of the Dead,2003,Action,2.0,15,10.25,90
909,Dumb and Dumberer: When Harry Met Lloyd,2003,Comedy,3.4,19,26.28,85
910,Hollywood Homicide,2003,Action,5.3,47,30.01,116
911,Evil,2003,Drama,7.8,61,0.02,113
912,Bringing Down the House,2003,Comedy,5.6,39,132.72,105
913,Uptown Girls,2003,Comedy,6.1,33,36.92,92
914,The Lizzie McGuire Movie,2003,Adventure,5.5,56,42.67,94
915,Confidence,2003,Crime,6.7,59,12.21,97
916,Shattered Glass,2003,Drama,7.2,73,2.22,94
917,Touching the Void,2003,Documentary,8.0,82,4.59,106
918,The Missing,2003,Adventure,6.5,55,26.9,137
919,The Cooler,2003,Drama,7.0,69,8.24,101
920,Agent Cody Banks,2003,Action,5.1,41,47.81,102
921,Looney Tunes: Back in Action,2003,Animation,5.7,64,20.99,91
922,Darkness Falls,2003,Fantasy,5.0,23,32.55,86
923,Anything Else,2003,Comedy,6.4,43,3.2,108
924,The Human Stain,2003,Drama,6.3,57,5.38,106
925,The Barbarian Invasions,2003,Comedy,7.7,70,3.43,99
926,Kangaroo Jack,2003,Action,4.4,16,66.93,89
927,Tokyo Godfathers,2003,Animation,7.9,73,0.13,92
928,Beyond Borders,2003,Adventure,6.5,32,4.43,127
929,From Justin to Kelly,2003,Comedy,2.1,14,4.92,81
930,A Mighty Wind,2003,Comedy,7.3,81,17.51,91
931,Ned Kelly,2003,Action,6.5,56,0.07,110
932,View from the Top,2003,Comedy,5.2,27,15.59,87
933,My Life Without Me,2003,Drama,7.6,57,0.4,106
934,Kontroll,2003,Comedy,7.7,72,0.24,105
935,Capturing the Friedmans,2003,Documentary,7.8,90,3.12,107
936,The United States of Leland,2003,Drama,7.1,37,0.34,108
